gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureCategory,EngagementScore,ContractRisk,FinancialPressure,Churn
Female,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),58.7,168.6,New,3,2,14.675,0
Male,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,536.35,Medium-term,1,2,0.7749999999999999,0
Male,0,0,0,30,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,64.5,1888.45,Medium-term,4,2,2.0806451612903225,0
Female,0,1,0,21,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,28.5,629.35,Short-term,1,2,1.2954545454545454,0
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.3,45.3,New,1,2,22.65,1
Female,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.4,289.3,Short-term,1,2,1.2125,1
Male,1,1,0,23,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.45,2117.25,Short-term,3,2,3.7687500000000003,0
Female,0,1,1,45,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,105.15,4730.9,Medium-term,6,2,2.2858695652173915,0
Female,0,1,1,24,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Bank transfer (automatic),83.15,2033.05,Short-term,4,1,3.326,0
Female,0,0,0,11,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,90.15,987.95,Short-term,4,2,7.5125,1
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.05,45.05,New,1,2,22.525,1
Female,0,1,0,56,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),103.2,5744.35,Long-term,6,0,1.8105263157894738,0
Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,75.8,75.8,New,2,2,37.9,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.45,19.45,New,1,2,9.725,0
Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.3,523.15,Short-term,2,2,9.9125,1
Female,1,1,0,55,1,0,Fiber optic,0,0,1,1,1,0,Two year,0,Credit card (automatic),88.8,4805.3,Long-term,4,0,1.5857142857142856,0
Female,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,30.9,59.05,New,1,2,10.299999999999999,1
Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.9,6110.75,Long-term,7,0,1.1767123287671233,0
Female,1,0,0,45,0,0,DSL,0,0,0,0,0,1,One year,0,Electronic check,34.2,1596.6,Medium-term,1,1,0.7434782608695653,0
Female,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,1046.2,Medium-term,1,0,0.4197916666666666,0
Female,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),95.25,4424.2,Medium-term,4,1,2.026595744680851,1
Male,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.3,92.75,New,2,2,16.766666666666666,0
Female,0,1,0,2,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,80.15,194.55,New,3,2,26.71666666666667,0
Female,0,1,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,51.25,612.1,Short-term,2,2,3.9423076923076925,0
Female,1,1,0,68,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.6,6127.6,Long-term,4,2,1.298550724637681,1
Male,0,1,1,69,1,0,Fiber optic,0,0,0,1,1,1,Two year,1,Credit card (automatic),95.2,6671.7,Long-term,4,0,1.36,0
Male,1,0,1,56,1,0,Fiber optic,1,0,0,0,1,1,One year,0,Credit card (automatic),94.8,5264.3,Long-term,4,1,1.663157894736842,0
Female,1,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.25,303.7,New,3,2,16.05,0
Male,0,1,0,64,1,1,DSL,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,4818.8,Long-term,6,0,1.1707692307692308,0
Male,0,1,0,59,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,110.15,6448.05,Long-term,7,1,1.8358333333333334,1
Male,0,1,1,62,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.55,7159.05,Long-term,8,0,1.834126984126984,0
Male,0,1,1,63,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.65,1574.5,Long-term,2,0,0.38515625,0
Female,0,0,0,53,0,0,DSL,1,1,1,1,1,0,One year,1,Electronic check,53.6,2879.2,Long-term,5,1,0.9925925925925926,0
Male,0,1,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,86.05,New,1,2,3.2416666666666667,0
Male,1,1,0,49,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,88.2,4159.45,Long-term,5,2,1.764,0
Female,0,1,1,62,1,1,Fiber optic,1,0,0,0,1,1,Two year,1,Bank transfer (automatic),101.15,6638.35,Long-term,5,0,1.6055555555555556,0
Female,0,1,0,55,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,56.8,3112.05,Long-term,4,0,1.0142857142857142,0
Female,1,1,0,71,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Electronic check,99.4,7168.25,Long-term,6,0,1.3805555555555555,0
Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.1,1326.25,Long-term,1,0,0.2753424657534247,0
Male,0,1,1,36,0,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),60.7,2234.55,Medium-term,5,1,1.6405405405405407,0
Male,0,1,0,25,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.95,495.15,Medium-term,1,1,0.8057692307692308,0
Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.85,8317.95,Long-term,8,0,1.5732876712328767,0
Female,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.25,679.8,Medium-term,1,1,0.5202702702702703,0
Male,0,0,0,1,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Mailed check,62.8,62.8,New,3,2,31.4,0
Female,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Electronic check,105.5,7544.0,Long-term,6,0,1.4452054794520548,0
Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,1188.25,Long-term,1,0,0.33083333333333337,0
Male,1,1,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,676.7,Short-term,3,2,11.1875,1
Female,0,0,0,1,1,0,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),74.1,74.1,New,5,1,37.05,0
Female,0,1,1,30,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.5,3242.5,Medium-term,7,2,3.467741935483871,0
Male,0,0,0,64,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,1240.15,Long-term,1,0,0.3007692307692308,0
Male,0,0,0,63,1,1,DSL,1,1,1,1,0,0,One year,0,Bank transfer (automatic),68.8,4111.35,Long-term,6,1,1.075,0
Male,1,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),84.45,5899.85,Long-term,7,0,1.156849315068493,0
Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.0,632.95,Short-term,2,2,8.333333333333334,1
Female,0,0,0,62,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),84.5,5193.2,Long-term,7,0,1.3412698412698412,0
Male,0,1,1,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,7530.8,Long-term,7,0,1.6352941176470588,0
Male,0,0,0,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.95,New,1,2,6.392857142857143,1
Female,0,1,1,70,1,1,DSL,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),80.6,5460.2,Long-term,6,0,1.1352112676056336,0
Female,1,0,0,20,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),80.7,1614.2,Short-term,2,2,3.842857142857143,0
Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,402.5,New,2,2,12.6,0
Female,0,1,1,24,0,0,DSL,1,1,1,0,1,1,One year,0,Electronic check,57.6,1367.75,Short-term,5,1,2.3040000000000003,0
Female,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.05,483.7,Short-term,1,2,3.670833333333333,1
Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.6,7962.2,Long-term,7,0,1.5150684931506848,0
Female,0,1,1,66,1,0,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),58.2,3810.8,Long-term,4,0,0.8686567164179105,0
Female,0,1,1,45,1,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,81.0,3533.6,Medium-term,6,0,1.7608695652173914,0
Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.7,1396.9,Long-term,1,0,0.2814285714285714,0
Male,1,1,0,15,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.6,1345.55,Short-term,3,2,5.35,1
Female,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,Medium-term,3,2,2.0534482758620687,0
Female,0,0,0,70,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),115.55,8127.6,Long-term,8,1,1.6274647887323943,1
Female,0,0,0,36,1,0,DSL,1,1,1,1,0,1,One year,1,Mailed check,75.55,2680.15,Medium-term,6,1,2.041891891891892,0
Male,1,0,0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.6,1281.0,Short-term,3,2,5.094117647058823,1
Female,0,0,0,18,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,1553.9,Short-term,3,2,4.484210526315789,1
Female,0,1,0,34,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,97.65,3207.55,Medium-term,4,2,2.79,1
Male,0,1,1,42,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.1,2049.05,Medium-term,3,1,1.0488372093023257,0
Male,0,0,0,48,1,1,DSL,1,0,0,1,0,1,One year,1,Bank transfer (automatic),70.95,3629.2,Medium-term,5,1,1.4479591836734695,0
Male,0,1,0,47,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,109.55,5124.55,Medium-term,7,2,2.2822916666666666,1
Female,0,1,1,39,1,1,Fiber optic,0,1,1,1,0,0,One year,1,Electronic check,89.55,3474.45,Medium-term,5,1,2.23875,1
Female,0,1,1,11,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.9,202.3,Short-term,1,0,1.7416666666666665,0
Male,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.95,147.5,Short-term,1,2,2.49375,0
Female,0,0,0,3,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.6,86.35,New,2,2,6.15,0
Male,0,0,0,8,1,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,66.7,579.0,Short-term,4,2,7.411111111111111,0
Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.45,19.45,New,1,2,9.725,1
Male,0,1,1,32,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Mailed check,94.8,3131.55,Medium-term,5,1,2.8727272727272726,0
Male,0,1,1,60,1,0,DSL,1,1,1,1,0,0,One year,1,Bank transfer (automatic),65.85,3928.3,Long-term,5,1,1.0795081967213114,0
Female,0,1,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.95,187.75,Short-term,1,2,1.8136363636363635,0
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.65,1710.15,Long-term,2,0,0.3423611111111111,0
Female,0,1,1,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,76.35,New,1,2,4.07,1
Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,69.25,New,1,2,34.625,1
Female,0,1,1,43,0,0,DSL,1,1,0,1,1,0,One year,1,Bank transfer (automatic),51.25,2151.6,Medium-term,4,1,1.1647727272727273,0
Male,0,1,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,5961.1,Long-term,5,1,1.6583333333333334,1
Female,0,1,0,23,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,54.25,1221.55,Short-term,3,2,2.2604166666666665,0
Female,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.4,1496.45,Long-term,1,0,0.2657534246575342,0
Male,0,1,0,22,1,0,DSL,1,0,0,1,0,0,One year,1,Credit card (automatic),56.25,1292.2,Short-term,3,1,2.4456521739130435,0
Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.15,25.15,New,0,2,12.575,0
Male,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.95,1713.1,Long-term,2,0,0.34214285714285714,0
Male,0,0,0,50,0,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,35.4,1748.9,Long-term,2,1,0.6941176470588235,0
Female,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.2,25.2,New,0,2,12.6,1
Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.0,96.45,New,1,2,15.0,1
Female,0,1,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.35,1114.55,Short-term,2,2,4.709375,0
Male,0,0,0,31,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.4,609.1,Medium-term,1,0,0.6375,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,New,1,2,10.075,1
Male,0,1,0,66,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),105.0,7133.25,Long-term,6,2,1.5671641791044777,1
Male,0,0,1,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),54.7,169.45,New,2,2,13.675,1
Female,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,141.6,Short-term,1,0,2.2222222222222223,0
Male,0,1,1,64,1,0,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),73.05,4688.65,Long-term,5,1,1.1238461538461537,0
Female,0,1,0,28,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,563.05,Medium-term,1,2,0.7068965517241379,0
Female,0,1,0,57,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.75,5985.0,Long-term,5,1,1.7370689655172413,0
Female,0,1,1,14,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,87.25,1258.6,Short-term,4,2,5.816666666666666,1
Male,0,0,0,19,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,373.5,Short-term,1,0,0.9974999999999999,0
Male,0,1,0,10,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,857.2,Short-term,2,2,7.2681818181818185,1
Female,0,1,0,51,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,2553.35,Long-term,3,2,0.9548076923076922,0
Female,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,Long-term,5,0,0.9654411764705884,0
Male,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.45,250.8,Short-term,1,2,1.7041666666666666,0
Male,0,1,1,72,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.95,4549.05,Long-term,5,0,0.834931506849315,0
Male,0,1,1,66,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.35,1359.5,Long-term,1,1,0.3037313432835821,0
Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,1639.3,Short-term,4,2,4.6499999999999995,1
Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.5,178.85,Short-term,1,2,1.95,0
Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,633.85,Short-term,2,2,7.5200000000000005,0
Male,0,1,0,48,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,Medium-term,7,2,2.274489795918367,0
Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.15,735.5,Short-term,1,2,6.377272727272728,0
Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,889.9,Short-term,4,2,9.475,1
Female,1,0,0,13,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,1290.0,Short-term,4,2,6.789285714285714,1
Male,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,78.45,330.05,New,3,2,15.690000000000001,1
Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,New,1,2,14.040000000000001,1
Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6474.4,Long-term,8,0,1.2602739726027397,0
Female,0,1,1,51,1,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.5,4421.95,Long-term,7,0,1.6442307692307692,0
Male,0,1,0,59,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),41.05,2452.7,Long-term,2,2,0.6841666666666666,1
Male,0,1,0,10,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.6,813.85,Short-term,3,2,7.781818181818181,1
Male,1,1,0,61,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.15,4904.85,Long-term,3,2,1.3250000000000002,0
Male,0,0,0,54,1,0,Fiber optic,1,0,1,1,0,0,One year,0,Electronic check,84.4,4484.05,Long-term,4,1,1.5345454545454547,0
Female,0,0,0,33,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,60.9,2033.85,Medium-term,4,2,1.7911764705882351,0
Female,0,0,0,27,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.25,538.2,Medium-term,1,0,0.7232142857142857,0
Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.2,79.2,New,2,2,39.6,1
Male,0,0,0,23,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Mailed check,95.3,2192.9,Short-term,4,2,3.970833333333333,0
Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,19.85,New,1,2,9.925,0
Male,0,1,1,45,1,0,DSL,1,1,1,1,1,1,Two year,1,Mailed check,84.35,3858.05,Medium-term,7,0,1.833695652173913,0
Female,0,1,1,39,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.85,854.8,Medium-term,1,0,0.49625,0
Male,0,0,0,5,1,0,DSL,0,0,1,0,1,1,One year,1,Mailed check,70.0,347.4,New,4,1,11.666666666666666,1
Male,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),82.3,5815.15,Long-term,7,0,1.1273972602739726,0
Female,0,1,1,58,1,1,DSL,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),66.8,3970.4,Long-term,4,2,1.1322033898305084,0
Female,0,0,0,70,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),44.6,3058.15,Long-term,4,0,0.6281690140845071,0
Male,0,1,1,61,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),98.45,6145.2,Long-term,5,1,1.5879032258064516,0
Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.7,129.2,New,1,2,23.566666666666666,0
Female,0,1,1,46,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.95,1165.9,Medium-term,2,1,0.5308510638297872,0
Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.95,49.95,New,2,2,24.975,1
Female,0,1,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,1554.0,Short-term,1,2,3.010869565217391,1
Female,0,0,0,48,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,4904.25,Medium-term,6,0,2.0918367346938775,0
Male,0,0,0,64,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),86.55,5632.55,Long-term,7,0,1.3315384615384616,0
Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.3,1643.25,Long-term,2,0,0.33287671232876714,0
Female,0,1,1,12,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),58.35,740.55,Short-term,3,2,4.4884615384615385,0
Female,1,1,0,34,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.25,3217.55,Medium-term,5,2,2.692857142857143,1
Female,0,1,1,72,1,0,DSL,1,1,1,0,0,1,Two year,0,Credit card (automatic),68.75,4888.2,Long-term,5,0,0.9417808219178082,0
Male,0,1,0,29,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.8,2440.25,Medium-term,4,2,2.86,0
Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,620.55,Medium-term,1,1,0.5911764705882353,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,New,1,2,10.175,0
Female,0,1,1,62,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,110.8,6840.95,Long-term,7,1,1.7587301587301587,0
Male,0,1,0,41,1,1,DSL,0,0,1,0,1,1,One year,1,Electronic check,73.0,3001.2,Medium-term,5,1,1.7380952380952381,1
Female,0,0,0,64,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.05,6254.2,Long-term,5,1,1.5392307692307692,1
Female,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),82.85,319.6,New,3,2,16.57,0
Female,0,0,0,24,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,84.35,1938.05,Short-term,4,2,3.3739999999999997,0
Female,0,1,1,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.55,294.5,Short-term,1,1,1.3033333333333335,0
Male,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,58.3,New,1,2,4.9875,0
Female,1,0,0,4,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.8,442.85,New,5,2,19.96,1
Female,0,0,1,18,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.0,553.0,Short-term,1,2,1.8421052631578947,1
Male,0,0,0,8,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.25,546.45,Short-term,3,2,7.361111111111111,0
Female,0,0,0,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.3,797.1,Medium-term,2,0,0.6472222222222223,0
Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,76.0,76.0,New,2,2,38.0,1
Male,0,0,1,66,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,1673.8,Long-term,2,0,0.3776119402985075,0
Male,0,0,1,8,0,0,DSL,1,0,0,1,0,1,Two year,1,Mailed check,44.55,343.45,Short-term,3,0,4.949999999999999,0
Female,0,1,0,71,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),104.1,7412.25,Long-term,6,1,1.4458333333333333,0
Female,0,1,1,43,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),92.55,4039.0,Medium-term,4,2,2.103409090909091,0
Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,170.85,New,4,2,31.28333333333333,1
Male,1,0,0,29,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,Medium-term,5,2,3.381666666666667,0
Female,0,1,0,15,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.3,1308.4,Short-term,3,2,5.26875,1
Male,0,1,1,65,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Credit card (automatic),94.55,6078.75,Long-term,6,0,1.4325757575757576,0
Male,0,0,0,35,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,95.5,3418.2,Medium-term,5,2,2.6527777777777777,0
Male,0,0,0,64,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),100.3,6603.8,Long-term,5,1,1.543076923076923,0
Female,0,1,1,58,0,0,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,Long-term,4,0,0.940677966101695,0
Female,1,0,0,18,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,865.75,Short-term,2,2,2.623684210526316,0
Male,0,1,1,67,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,Long-term,4,2,1.3169117647058823,0
Male,0,1,1,63,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.15,1177.05,Long-term,1,0,0.29921875,0
Female,0,1,0,60,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,5985.75,Long-term,5,2,1.6360655737704917,0
Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.4,732.5,Short-term,3,2,8.440000000000001,1
Female,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.05,7869.05,Long-term,8,0,1.5922535211267606,0
Male,0,1,0,15,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.1,1504.05,Short-term,5,2,6.31875,1
Female,0,0,1,48,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,936.7,Medium-term,1,1,0.40714285714285714,0
Male,0,1,0,12,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,74.15,741.4,Short-term,5,2,5.703846153846154,0
Male,1,1,0,71,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,92.0,6585.2,Long-term,6,1,1.2777777777777777,0
